Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Exp_1	Peptides Exp_2	Peptides Exp_5	Peptides Exp_6	Razor + unique peptides Exp_1	Razor + unique peptides Exp_2	Razor + unique peptides Exp_5	Razor + unique peptides Exp_6	Unique peptides Exp_1	Unique peptides Exp_2	Unique peptides Exp_5	Unique peptides Exp_6	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio M/L	Ratio M/L normalized	Ratio M/L variability [%]	Ratio M/L count	Ratio M/L iso-count	Ratio M/L type	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/M	Ratio H/M normalized	Ratio H/M variability [%]	Ratio H/M count	Ratio H/M iso-count	Ratio H/M type	Ratio M/L Exp_1	Ratio M/L normalized Exp_1	Ratio M/L variability [%] Exp_1	Ratio M/L count Exp_1	Ratio M/L iso-count Exp_1	Ratio M/L type Exp_1	Ratio H/L Exp_1	Ratio H/L normalized Exp_1	Ratio H/L variability [%] Exp_1	Ratio H/L count Exp_1	Ratio H/L iso-count Exp_1	Ratio H/L type Exp_1	Ratio H/M Exp_1	Ratio H/M normalized Exp_1	Ratio H/M variability [%] Exp_1	Ratio H/M count Exp_1	Ratio H/M iso-count Exp_1	Ratio H/M type Exp_1	Ratio M/L Exp_2	Ratio M/L normalized Exp_2	Ratio M/L variability [%] Exp_2	Ratio M/L count Exp_2	Ratio M/L iso-count Exp_2	Ratio M/L type Exp_2	Ratio H/L Exp_2	Ratio H/L normalized Exp_2	Ratio H/L variability [%] Exp_2	Ratio H/L count Exp_2	Ratio H/L iso-count Exp_2	Ratio H/L type Exp_2	Ratio H/M Exp_2	Ratio H/M normalized Exp_2	Ratio H/M variability [%] Exp_2	Ratio H/M count Exp_2	Ratio H/M iso-count Exp_2	Ratio H/M type Exp_2	Ratio M/L Exp_5	Ratio M/L normalized Exp_5	Ratio M/L variability [%] Exp_5	Ratio M/L count Exp_5	Ratio M/L iso-count Exp_5	Ratio M/L type Exp_5	Ratio H/L Exp_5	Ratio H/L normalized Exp_5	Ratio H/L variability [%] Exp_5	Ratio H/L count Exp_5	Ratio H/L iso-count Exp_5	Ratio H/L type Exp_5	Ratio H/M Exp_5	Ratio H/M normalized Exp_5	Ratio H/M variability [%] Exp_5	Ratio H/M count Exp_5	Ratio H/M iso-count Exp_5	Ratio H/M type Exp_5	Ratio M/L Exp_6	Ratio M/L normalized Exp_6	Ratio M/L variability [%] Exp_6	Ratio M/L count Exp_6	Ratio M/L iso-count Exp_6	Ratio M/L type Exp_6	Ratio H/L Exp_6	Ratio H/L normalized Exp_6	Ratio H/L variability [%] Exp_6	Ratio H/L count Exp_6	Ratio H/L iso-count Exp_6	Ratio H/L type Exp_6	Ratio H/M Exp_6	Ratio H/M normalized Exp_6	Ratio H/M variability [%] Exp_6	Ratio H/M count Exp_6	Ratio H/M iso-count Exp_6	Ratio H/M type Exp_6	Sequence coverage Exp_1 [%]	Sequence coverage Exp_2 [%]	Sequence coverage Exp_5 [%]	Sequence coverage Exp_6 [%]	Intensity	Intensity L	Intensity M	Intensity H	Intensity Exp_1	Intensity L Exp_1	Intensity M Exp_1	Intensity H Exp_1	Intensity Exp_2	Intensity L Exp_2	Intensity M Exp_2	Intensity H Exp_2	Intensity Exp_5	Intensity L Exp_5	Intensity M Exp_5	Intensity H Exp_5	Intensity Exp_6	Intensity L Exp_6	Intensity M Exp_6	Intensity H Exp_6	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	GlyGly (K) site IDs	NEM site IDs	Oxidation (M) site IDs	GlyGly (K) site positions	NEM site positions	Oxidation (M) site positions
Q86W92;Q86W92-4;Q86W92-3;F5GZP6	Q86W92;Q86W92-4;Q86W92-3;F5GZP6	36;35;31;23	36;35;31;23	4;3;4;4	Liprin-beta-1	PPFIBP1	>sp|Q86W92|LIPB1_HUMAN Liprin-beta-1 OS=Homo sapiens GN=PPFIBP1 PE=1 SV=2;>sp|Q86W92-4|LIPB1_HUMAN Isoform 4 of Liprin-beta-1 OS=Homo sapiens GN=PPFIBP1;>sp|Q86W92-3|LIPB1_HUMAN Isoform 3 of Liprin-beta-1 OS=Homo sapiens GN=PPFIBP1;>tr|F5GZP6|F5GZP6_HUMAN 	4	36	36	4	33	4	20	9	33	4	20	9	3	0	2	3	43.3	43.3	5.4	114.02	1011	1011;980;858;744	0	323.31	126.99	1.7597	106.04	55	54	Linear	248.22	2.9531	187.15	55	54	Linear	2.1309	1.7804	85.191	55	54	Median	46.419	42.311	101.8	26	26	Linear	93.266	2.9574	218.85	26	26	Linear	2.1835	0.90634	86.24	26	26	Median	2.8899	1.9113	104.08	3	3	Median	5.0184	2.2011	86.915	3	3	Median	2.1911	1.6275	230.98	3	3	Median	4.7055	1.378	113.21	20	19	Median	9.5362	3.5409	175.62	20	19	Median	2.1279	2.058	21.746	20	19	Median	4.9888	5.2952	59.063	6	6	Median	9.1841	1.74	118.52	6	6	Median	1.8912	1.7814	57.181	6	6	Median	39.1	5.3	28.2	13.5	1196400000	47542000	308900000	839950000	588420000	19004000	147810000	421610000	19937000	1251300	6106400	12580000	518660000	25183000	134770000	358710000	69362000	2104400	20211000	47046000				1654	801;1447;1682;1930;2175;3667;4070;4428;4695;5018;5971;6460;6461;6601;6796;6797;6940;6961;7056;7537;8701;8999;9037;9087;9133;9867;10930;10964;11946;11947;12193;12390;13168;14683;14684;14769	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	833;1496;1741;1742;1996;1997;2256;3806;3807;4223;4593;4869;5201;6187;6692;6693;6835;7039;7040;7189;7213;7310;7805;9014;9015;9354;9399;9454;9509;10302;11412;11446;12461;12462;12715;12920;13737;13738;15323;15324;15412	2505;2506;4496;4497;5465;5466;5467;5468;5469;5470;6140;6141;6142;6143;6144;6850;11306;11307;12602;12603;12604;13894;13895;13896;13897;13898;14649;14650;14651;14652;14653;15554;18649;18650;20317;20318;20319;20320;20321;20322;20323;20324;20325;20326;20745;21527;21528;22005;22176;22177;22178;22179;22452;22453;22454;22455;24268;27890;27891;27892;27893;27894;28759;28760;28761;28762;28763;28764;28765;28766;28767;28768;28769;28885;28886;29134;29288;32022;32023;35648;35720;35721;35722;35723;38863;38864;38865;38866;38867;38868;38869;39585;39586;39587;39588;39589;40171;40172;40173;40174;40175;43114;43115;43116;43117;43118;43119;43120;43121;48238;48239;48240;48241;48242;48462	2768;2769;5126;5127;6302;6303;6304;6305;6306;6307;7009;7010;7011;7012;7013;7820;12869;12870;14508;14509;14510;15962;15963;15964;15965;15966;16832;16833;16834;16835;16836;17838;21465;21466;23411;23412;23413;23414;23415;23416;23417;23418;23419;23420;23874;24830;24831;25391;25597;25598;25599;25600;25887;25888;25889;25890;28121;32203;32204;32205;32206;32207;33130;33131;33132;33133;33134;33135;33136;33137;33138;33139;33140;33259;33260;33261;33633;33821;36772;36773;36774;41106;41188;41189;41190;41191;44623;44624;44625;44626;44627;44628;44629;44630;45438;45439;45440;45441;45442;46080;46081;46082;46083;46084;49448;49449;49450;49451;49452;49453;49454;49455;55183;55184;55185;55186;55187;55417	2768;5126;6305;7012;7820;12870;14508;15965;16833;17838;21465;23416;23418;23874;24830;24831;25391;25597;25890;28121;32203;33136;33259;33633;33821;36774;41106;41189;44623;44625;45441;46080;49452;55183;55184;55417			3120;3121;3122;3123;3124;3125;3126;3127;3128;3129;3130;3131;3132;3133;3134;3135;3136;3137			1;2;8;61;62;173;291;316;339;609;642;749;753;838;849;886;928;962
Q86W92-2;H0YFE4;A0A0A0MTP2;Q86W92-5;F5H495;F5H6Q7;F5H0E0;E9PP16;Q8ND30-3;Q8ND30-2;Q8ND30;H0YGH8	Q86W92-2	34;11;8;5;4;3;3;2;2;2;2;1	2;0;0;0;0;0;0;0;0;0;0;0	2;0;0;0;0;0;0;0;0;0;0;0	Liprin-beta-1	PPFIBP1	>sp|Q86W92-2|LIPB1_HUMAN Isoform 2 of Liprin-beta-1 OS=Homo sapiens GN=PPFIBP1	12	34	2	2	32	4	19	6	2	0	1	0	2	0	1	0	41.8	3.7	3.7	113.18	1005	1005;242;281;170;152;86;109;718;733;764;876;205	0	9.125	0.6448	0.37945	102.98	3	2	Median	1.5426	1.736	300.2	3	2	Median	2.3923	3.8215	96.152	3	2	Plateau	0.48984	0.25573	55.803	2	1	Median	1.1199	0.2374	281.37	2	1	Median	2.5034	1.8307	135.47	2	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	38.5	5.4	26.7	8.1	34126000	3044300	6763400	24318000	21862000	2652200	3939900	15270000	0	0	0	0	12264000	392110	2823500	9048700	0	0	0	0				1655	801;1447;1682;1930;2175;3667;4428;4695;5018;5971;6460;6461;6601;6796;6797;6940;6961;7056;8701;9037;9087;9133;9867;10930;10964;11082;11946;11947;12193;12391;13168;14683;14684;14769	False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False	833;1496;1741;1742;1996;1997;2256;3806;3807;4593;4869;5201;6187;6692;6693;6835;7039;7040;7189;7213;7310;9014;9015;9399;9454;9509;10302;11412;11446;11566;12461;12462;12715;12921;13737;13738;15323;15324;15412	2505;2506;4496;4497;5465;5466;5467;5468;5469;5470;6140;6141;6142;6143;6144;6850;11306;11307;13894;13895;13896;13897;13898;14649;14650;14651;14652;14653;15554;18649;18650;20317;20318;20319;20320;20321;20322;20323;20324;20325;20326;20745;21527;21528;22005;22176;22177;22178;22179;22452;22453;22454;22455;27890;27891;27892;27893;27894;28885;28886;29134;29288;32022;32023;35648;35720;35721;35722;35723;36083;36084;38863;38864;38865;38866;38867;38868;38869;39585;39586;39587;39588;39589;40176;43114;43115;43116;43117;43118;43119;43120;43121;48238;48239;48240;48241;48242;48462	2768;2769;5126;5127;6302;6303;6304;6305;6306;6307;7009;7010;7011;7012;7013;7820;12869;12870;15962;15963;15964;15965;15966;16832;16833;16834;16835;16836;17838;21465;21466;23411;23412;23413;23414;23415;23416;23417;23418;23419;23420;23874;24830;24831;25391;25597;25598;25599;25600;25887;25888;25889;25890;32203;32204;32205;32206;32207;33259;33260;33261;33633;33821;36772;36773;36774;41106;41188;41189;41190;41191;41572;41573;44623;44624;44625;44626;44627;44628;44629;44630;45438;45439;45440;45441;45442;46085;49448;49449;49450;49451;49452;49453;49454;49455;55183;55184;55185;55186;55187;55417	2768;5126;6305;7012;7820;12870;15965;16833;17838;21465;23416;23418;23874;24830;24831;25391;25597;25890;32203;33259;33633;33821;36774;41106;41189;41572;44623;44625;45441;46085;49452;55183;55184;55417			3120;3121;3122;3123;3124;3125;3126;3127;3128;3129;3131;3132;3133;3134;3135;3136;3137			1;2;8;61;62;173;296;319;603;636;743;747;832;843;880;922;956
Q86WA8;E7EN44;Q86WA8-2;H3BQ67;H3BUW8	Q86WA8;E7EN44;Q86WA8-2	9;8;8;4;4	9;8;8;4;4	9;8;8;4;4	Lon protease homolog 2, peroxisomal	LONP2	>sp|Q86WA8|LONP2_HUMAN Lon protease homolog 2, peroxisomal OS=Homo sapiens GN=LONP2 PE=1 SV=1;>tr|E7EN44|E7EN44_HUMAN Lon protease homolog 2, peroxisomal OS=Homo sapiens GN=LONP2 PE=1 SV=1;>sp|Q86WA8-2|LONP2_HUMAN Isoform 2 of Lon protease homolog 2, perox	5	9	9	9	8	0	5	0	8	0	5	0	8	0	5	0	16.9	16.9	16.9	94.615	852	852;605;808;169;300	0	84.231	2.5255	2.2326	131.43	5	5	Median	3.6154	0.1673	141.47	5	5	Median	0.75813	0.97493	49.343	5	5	Median	0.69044	0.62049	181.08	2	2	Median	1.8098	0.073883	97.86	2	2	Median	2.6213	1.0128	5.3902	2	2	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	14.601	2.9745	107.49	3	3	Median	11.069	0.8779	104.48	3	3	Median	0.73941	0.52489	66.024	3	3	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	16	0	8.1	0	41758000	2259700	8418600	31079000	21507000	1774500	435870	19296000	0	0	0	0	20251000	485190	7982800	11783000	0	0	0	0				1656	4777;5721;8027;8143;9124;9242;10379;13315;14030	True;True;True;True;True;True;True;True;True	4952;5925;8320;8442;9497;9643;10843;13895;14643	14898;17897;17898;25958;25959;26287;29252;29253;29254;29913;33733;43656;43657;46141	17102;20584;20585;30024;30025;30391;33780;33781;33782;34493;38651;50042;50043;52896	17102;20584;30024;30391;33781;34493;38651;50042;52896			3138;3139;3140;3141;3142			29;213;300;304;346
Q86WX3;F8WFE7	Q86WX3;F8WFE7	3;2	3;2	3;2	Active regulator of SIRT1	RPS19BP1	>sp|Q86WX3|AROS_HUMAN Active regulator of SIRT1 OS=Homo sapiens GN=RPS19BP1 PE=1 SV=1;>tr|F8WFE7|F8WFE7_HUMAN Active regulator of SIRT1 OS=Homo sapiens GN=RPS19BP1 PE=1 SV=1	2	3	3	3	2	2	1	2	2	2	1	2	2	2	1	2	30.1	30.1	30.1	15.434	136	136;69	0	127.31	17.625	27.85	118.96	4	2	Median	29.369	29.545	120.61	4	2	Median	1.7692	1.3453	33.896	4	2	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	NaN	NaN	NaN	1	0	Median	36.132	56.838	108.18	3	2	Median	64.587	68.731	121.73	3	2	Median	1.7511	1.7855	33.296	3	2	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	25	25	15.4	20.6	308920000	8774200	121340000	178810000	45523000	1980900	15405000	28137000	226820000	6793300	81630000	138390000	10965000	0	5206800	5758700	25617000	0	19101000	6515800				1657	4394;11017;12179	True;True;True	4558;11501;12701	13802;13803;13804;13805;13806;13807;13808;13809;13810;13811;35905;39556;39557	15869;15870;15871;15872;15873;15874;15875;15876;15877;15878;41387;45405;45406;45407;45408	15877;41387;45407						
Q86X02	Q86X02	2	2	2	Cerebellar degeneration-related protein 2-like	CDR2L	>sp|Q86X02|CDR2L_HUMAN Cerebellar degeneration-related protein 2-like OS=Homo sapiens GN=CDR2L PE=1 SV=2	1	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	5.4	5.4	5.4	53.01	465	465	0	20.712	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	5.4	0	0	0	12957000	192400	3921300	8843300	12957000	192400	3921300	8843300	0	0	0	0	0	0	0	0	0	0	0	0				1658	8084;8194	True;True	8380;8494	26139;26403	30238;30510	30238;30510						
Q86XI2;H0Y6U5;Q86XI2-2;F8WE06	Q86XI2;H0Y6U5;Q86XI2-2	5;4;4;1	5;4;4;1	5;4;4;1	Condensin-2 complex subunit G2	NCAPG2	>sp|Q86XI2|CNDG2_HUMAN Condensin-2 complex subunit G2 OS=Homo sapiens GN=NCAPG2 PE=1 SV=1;>tr|H0Y6U5|H0Y6U5_HUMAN Condensin-2 complex subunit G2 (Fragment) OS=Homo sapiens GN=NCAPG2 PE=1 SV=1;>sp|Q86XI2-2|CNDG2_HUMAN Isoform 2 of Condensin-2 complex subuni	4	5	5	5	3	0	2	1	3	0	2	1	3	0	2	1	4.7	4.7	4.7	130.96	1143	1143;898;1156;389	0	7.8626	0.46689	0.2345	28.47	2	2	Median	1.5861	0.060915	13.409	2	2	Median	3.3972	1.0081	41.334	2	2	Median	0.46689	0.2345	28.47	2	2	Median	1.5861	0.060915	13.409	2	2	Median	3.3972	1.0081	41.334	2	2	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	2.6	0	2.1	1.3	22400000	2715400	10874000	8811000	12838000	2715400	1311600	8811000	0	0	0	0	8378300	0	8378300	0	1184000	0	1184000	0				1659	5769;12356;12790;13468;14525	True;True;True;True;True	5977;12885;13340;14058;15159	18023;40092;40093;41655;44156;47653;47654	20727;45998;45999;47760;50608;54527;54528	20727;45998;47760;50608;54527			3143;3144			169;482
Q86XP3;J3QRI2;J3KTK9;A0A0A0MSJ0;Q86XP3-2	Q86XP3;J3QRI2;J3KTK9;A0A0A0MSJ0;Q86XP3-2	4;2;2;2;2	4;2;2;2;2	4;2;2;2;2	ATP-dependent RNA helicase DDX42	DDX42	>sp|Q86XP3|DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1;>tr|J3QRI2|J3QRI2_HUMAN ATP-dependent RNA helicase DDX42 (Fragment) OS=Homo sapiens GN=DDX42 PE=1 SV=1;>tr|J3KTK9|J3KTK9_HUMAN ATP-dependent RNA helicase DDX42 OS=Ho	5	4	4	4	3	1	0	0	3	1	0	0	3	1	0	0	6.7	6.7	6.7	102.97	938	938;104;159;708;819	0	6.6948	14.434	10.241	101.04	3	3	Median	11.629	0.40014	199.22	2	2	Median	1.4054	0.3813	120.53	2	2	Median	8.2745	4.947	102.9	2	2	Median	11.629	0.40014	199.22	2	2	Median	1.4054	0.3813	120.53	2	2	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	5.7	1.1	0	0	7996100	595940	4184000	3216200	6624400	466660	2941600	3216200	1371700	129280	1242400	0	0	0	0	0	0	0	0	0				1660	4134;4794;5508;8050	True;True;True;True	4289;4969;5704;8344	12785;14949;17136;26032	14718;17167;19747;30127	14718;17167;19747;30127						
Q86XZ4	Q86XZ4	1	1	1	Spermatogenesis-associated serine-rich protein 2	SPATS2	>sp|Q86XZ4|SPAS2_HUMAN Spermatogenesis-associated serine-rich protein 2 OS=Homo sapiens GN=SPATS2 PE=1 SV=1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1.8	1.8	1.8	59.544	545	545	1	-2	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	1.8	0	0	0	579980	0	0	579980	579980	0	0	579980	0	0	0	0	0	0	0	0	0	0	0	0	+			1661	274	True	285	831	894	894			3145			300
Q86YM7;Q86YM6;Q86YM7-2;Q86YM7-3	Q86YM7;Q86YM6;Q86YM7-2	5;3;3;1	5;3;3;1	5;3;3;1	Homer protein homolog 1	HOMER1	>sp|Q86YM7|HOME1_HUMAN Homer protein homolog 1 OS=Homo sapiens GN=HOMER1 PE=1 SV=2;>tr|Q86YM6|Q86YM6_HUMAN HOMER1F OS=Homo sapiens GN=HOMER1 PE=1 SV=1;>sp|Q86YM7-2|HOME1_HUMAN Isoform 2 of Homer protein homolog 1 OS=Homo sapiens GN=HOMER1	4	5	5	5	4	0	3	0	4	0	3	0	4	0	3	0	22	22	22	40.276	354	354;180;224;177	0	70.753	0.63978	0.18228	70.026	3	2	Median	1.5252	0.075025	243.94	3	2	Median	3.2624	5.3324	119.33	3	2	Median	0.77443	0.29267	66.961	2	1	Median	2.1597	0.44723	312.67	2	1	Median	3.2103	2.1994	125.25	2	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	16.9	0	13	0	74157000	11906000	8382600	53868000	40007000	7424000	4934500	27649000	0	0	0	0	34150000	4482400	3448100	26219000	0	0	0	0				1662	344;615;8405;9535;12483	True;True;True;True;True	356;636;8709;9957;13020	1033;1817;1818;27008;27009;30767;40458	1110;1983;1984;31165;31166;35406;46389	1110;1983;31165;35406;46389			3146			65
Q86YT6	Q86YT6	5	5	5	E3 ubiquitin-protein ligase MIB1	MIB1	>sp|Q86YT6|MIB1_HUMAN E3 ubiquitin-protein ligase MIB1 OS=Homo sapiens GN=MIB1 PE=1 SV=1	1	5	5	5	1	4	0	0	1	4	0	0	1	4	0	0	7.9	7.9	7.9	110.13	1006	1006	0	19.127	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	1.9	6	0	0	5031300	0	5031300	0	3086800	0	3086800	0	1944400	0	1944400	0	0	0	0	0	0	0	0	0				1663	1461;6950;9904;11998;13735	True;True;True;True;True	1510;7201;10341;12515;14336	4666;22124;32115;39065;45146	5374;25529;36868;44846;51794	5374;25529;36868;44846;51794			3147;3148			212;740
Q86YV9	Q86YV9	12	12	12	Hermansky-Pudlak syndrome 6 protein	HPS6	>sp|Q86YV9|HPS6_HUMAN Hermansky-Pudlak syndrome 6 protein OS=Homo sapiens GN=HPS6 PE=1 SV=1	1	12	12	12	9	2	9	5	9	2	9	5	9	2	9	5	24.1	24.1	24.1	82.974	775	775	0	59.975	9.0639	1.8629	109.36	14	12	Median	11.612	0.96212	148.68	14	12	Median	2.3416	1.1152	124.52	14	12	Median	10.638	1.4608	64.547	6	5	Linear	18.21	0.7434	78.457	6	5	Median	2.9454	1.138	5.2597	6	5	Median	2.2377	1.4992	101.84	2	2	Median	5.2398	2.3084	5.3296	2	2	Median	2.3416	10.065	282.96	2	2	Median	11.738	2.3913	17.361	4	4	Median	9.0931	0.81465	29.387	4	4	Median	0.8105	0.57535	15.547	4	4	Median	17.671	19.324	31.349	2	1	Median	21.507	28.135	51.322	2	1	Median	1.2464	1.3513	79.306	2	1	Median	16.8	3.2	18.1	8.4	503840000	16278000	199370000	288180000	185580000	7209900	34954000	143410000	9655700	202580	1409300	8043800	230600000	7629800	131170000	91795000	78002000	1236100	31837000	44929000				1664	717;1099;1488;3997;4444;5033;7691;7801;8222;12774;13410;13800	True;True;True;True;True;True;True;True;True;True;True;True	744;1143;1537;4149;4609;5216;7965;8078;8524;13324;13999;14403	2203;2204;2205;2206;3558;4716;4717;4718;4719;4720;4721;12430;13936;15578;15579;24877;24878;24879;24880;24881;24882;25320;25321;25322;25323;26506;26507;41616;41617;44012;45318;45319	2432;2433;2434;2435;4082;5429;5430;5431;5432;5433;5434;14323;16007;17864;17865;28797;28798;28799;28800;28801;28802;29333;29334;29335;29336;30613;30614;47719;47720;50438;51985;51986	2432;4082;5433;14323;16007;17864;28802;29335;30613;47719;50438;51985			3149;3150			363;454
Q8IUC4-2;Q8IUC4	Q8IUC4-2;Q8IUC4	2;2	2;2	1;1	Rhophilin-2	RHPN2	>sp|Q8IUC4-2|RHPN2_HUMAN Isoform 2 of Rhophilin-2 OS=Homo sapiens GN=RHPN2;>sp|Q8IUC4|RHPN2_HUMAN Rhophilin-2 OS=Homo sapiens GN=RHPN2 PE=1 SV=1	2	2	2	1	0	0	2	0	0	0	2	0	0	0	1	0	4.1	4.1	1.7	59.997	535	535;686	0	5.8713	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	1	1	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	NaN	NaN	NaN	0	0	Median	0	0	4.1	0	3496600	223360	2376200	896990	0	0	0	0	0	0	0	0	3496600	223360	2376200	896990	0	0	0	0				1665	3817;8533	True;True	3962;8841	11965;27356	13833;31539	13833;31539						
